"# monster_init.csv",,,,,
"# 怪物初始化配置表",,,,,
"# 规则名","属性","是否temp字段","计算公式","计算参数","备注"
"auto","auto","auto","auto","auto","auto"
"f2e2_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e2_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",863,"最大生命值"
"f2e2_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e2_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e2_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e2_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e2_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e2_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e2_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e2_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e2_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e2_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-2-普通-第2波",,,,,
"f2e2_1","attack",0,"CALC_MONSTER_INIT_ATTACK",833,"攻击"
"f2e2_1","defense",0,"CALC_MONSTER_INIT_DEFENSE",1418,"物理防御"
"f2e2_1","agility",0,"CALC_MONSTER_INIT_AGI",1010,"敏捷"
"f2e2_1","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e2_1","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",990,"最大生命值"
"f2e2_1","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e2_1","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e2_1","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e2_1","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e2_1","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e2_1","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e2_1","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e2_1","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e2_1","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e2_1","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-2-普通-第3波",,,,,
"f2e2_2","attack",0,"CALC_MONSTER_INIT_ATTACK",954,"攻击"
"f2e2_2","defense",0,"CALC_MONSTER_INIT_DEFENSE",1418,"物理防御"
"f2e2_2","agility",0,"CALC_MONSTER_INIT_AGI",1011,"敏捷"
"f2e2_2","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e2_2","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1063,"最大生命值"
"f2e2_2","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e2_2","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e2_2","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e2_2","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e2_2","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e2_2","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e2_2","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e2_2","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e2_2","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e2_2","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-2-普通-boss",,,,,
"f2e2_boss","attack",0,"CALC_MONSTER_INIT_ATTACK",1045,"攻击"
"f2e2_boss","defense",0,"CALC_MONSTER_INIT_DEFENSE",1431,"物理防御"
"f2e2_boss","agility",0,"CALC_MONSTER_INIT_AGI",1019,"敏捷"
"f2e2_boss","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e2_boss","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1380,"最大生命值"
"f2e2_boss","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e2_boss","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e2_boss","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e2_boss","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e2_boss","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e2_boss","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e2_boss","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e2_boss","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e2_boss","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e2_boss","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-3-普通-第1波",,,,,
"f2e3_0","attack",0,"CALC_MONSTER_INIT_ATTACK",820,"攻击"
"f2e3_0","defense",0,"CALC_MONSTER_INIT_DEFENSE",1420,"物理防御"
"f2e3_0","agility",0,"CALC_MONSTER_INIT_AGI",1012,"敏捷"
"f2e3_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e3_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",870,"最大生命值"
"f2e3_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e3_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e3_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e3_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e3_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e3_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e3_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e3_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e3_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e3_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-3-普通-第2波",,,,,
"f2e3_1","attack",0,"CALC_MONSTER_INIT_ATTACK",840,"攻击"
"f2e3_1","defense",0,"CALC_MONSTER_INIT_DEFENSE",1420,"物理防御"
"f2e3_1","agility",0,"CALC_MONSTER_INIT_AGI",1012,"敏捷"
"f2e3_1","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e3_1","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1000,"最大生命值"
"f2e3_1","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e3_1","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e3_1","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e3_1","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e3_1","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e3_1","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e3_1","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e3_1","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e3_1","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e3_1","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-3-普通-第3波",,,,,
"f2e3_2","attack",0,"CALC_MONSTER_INIT_ATTACK",960,"攻击"
"f2e3_2","defense",0,"CALC_MONSTER_INIT_DEFENSE",1420,"物理防御"
"f2e3_2","agility",0,"CALC_MONSTER_INIT_AGI",1013,"敏捷"
"f2e3_2","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e3_2","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1070,"最大生命值"
"f2e3_2","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e3_2","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e3_2","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e3_2","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e3_2","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e3_2","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e3_2","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e3_2","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e3_2","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e3_2","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-3-普通-boss",,,,,
"f2e3_boss","attack",0,"CALC_MONSTER_INIT_ATTACK",1050,"攻击"
"f2e3_boss","defense",0,"CALC_MONSTER_INIT_DEFENSE",1435,"物理防御"
"f2e3_boss","agility",0,"CALC_MONSTER_INIT_AGI",1022,"敏捷"
"f2e3_boss","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e3_boss","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1400,"最大生命值"
"f2e3_boss","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e3_boss","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e3_boss","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e3_boss","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e3_boss","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e3_boss","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e3_boss","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e3_boss","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e3_boss","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e3_boss","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-4-普通-第1波",,,,,
"f2e4_0","attack",0,"CALC_MONSTER_INIT_ATTACK",825,"攻击"
"f2e4_0","defense",0,"CALC_MONSTER_INIT_DEFENSE",1422,"物理防御"
"f2e4_0","agility",0,"CALC_MONSTER_INIT_AGI",1013,"敏捷"
"f2e4_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e4_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",877,"最大生命值"
"f2e4_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e4_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e4_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e4_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e4_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e4_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e4_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e4_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e4_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e4_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-4-普通-第2波",,,,,
"f2e4_1","attack",0,"CALC_MONSTER_INIT_ATTACK",847,"攻击"
"f2e4_1","defense",0,"CALC_MONSTER_INIT_DEFENSE",1422,"物理防御"
"f2e4_1","agility",0,"CALC_MONSTER_INIT_AGI",1013,"敏捷"
"f2e4_1","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e4_1","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1010,"最大生命值"
"f2e4_1","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e4_1","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e4_1","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e4_1","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e4_1","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e4_1","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e4_1","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e4_1","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e4_1","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e4_1","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-4-普通-第3波",,,,,
"f2e4_2","attack",0,"CALC_MONSTER_INIT_ATTACK",966,"攻击"
"f2e4_2","defense",0,"CALC_MONSTER_INIT_DEFENSE",1422,"物理防御"
"f2e4_2","agility",0,"CALC_MONSTER_INIT_AGI",1014,"敏捷"
"f2e4_2","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e4_2","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1077,"最大生命值"
"f2e4_2","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e4_2","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e4_2","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e4_2","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e4_2","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e4_2","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e4_2","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e4_2","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e4_2","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e4_2","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-4-普通-boss",,,,,
"f2e4_boss","attack",0,"CALC_MONSTER_INIT_ATTACK",1055,"攻击"
"f2e4_boss","defense",0,"CALC_MONSTER_INIT_DEFENSE",1438,"物理防御"
"f2e4_boss","agility",0,"CALC_MONSTER_INIT_AGI",1024,"敏捷"
"f2e4_boss","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e4_boss","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1420,"最大生命值"
"f2e4_boss","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e4_boss","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e4_boss","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e4_boss","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e4_boss","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e4_boss","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e4_boss","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e4_boss","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e4_boss","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e4_boss","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-5-普通-第1波",,,,,
"f2e5_0","attack",0,"CALC_MONSTER_INIT_ATTACK",830,"攻击"
"f2e5_0","defense",0,"CALC_MONSTER_INIT_DEFENSE",1424,"物理防御"
"f2e5_0","agility",0,"CALC_MONSTER_INIT_AGI",1014,"敏捷"
"f2e5_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e5_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",884,"最大生命值"
"f2e5_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e5_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e5_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e5_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e5_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e5_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e5_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e5_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e5_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e5_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-5-普通-第2波",,,,,
"f2e5_1","attack",0,"CALC_MONSTER_INIT_ATTACK",854,"攻击"
"f2e5_1","defense",0,"CALC_MONSTER_INIT_DEFENSE",1424,"物理防御"
"f2e5_1","agility",0,"CALC_MONSTER_INIT_AGI",1014,"敏捷"
"f2e5_1","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e5_1","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1020,"最大生命值"
"f2e5_1","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e5_1","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e5_1","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e5_1","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e5_1","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e5_1","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e5_1","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e5_1","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e5_1","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e5_1","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-5-普通-第3波",,,,,
"f2e5_2","attack",0,"CALC_MONSTER_INIT_ATTACK",972,"攻击"
"f2e5_2","defense",0,"CALC_MONSTER_INIT_DEFENSE",1424,"物理防御"
"f2e5_2","agility",0,"CALC_MONSTER_INIT_AGI",1015,"敏捷"
"f2e5_2","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e5_2","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1084,"最大生命值"
"f2e5_2","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e5_2","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e5_2","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e5_2","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e5_2","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e5_2","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e5_2","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e5_2","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e5_2","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e5_2","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-5-普通-boss",,,,,
"f2e5_boss","attack",0,"CALC_MONSTER_INIT_ATTACK",1060,"攻击"
"f2e5_boss","defense",0,"CALC_MONSTER_INIT_DEFENSE",1442,"物理防御"
"f2e5_boss","agility",0,"CALC_MONSTER_INIT_AGI",1026,"敏捷"
"f2e5_boss","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e5_boss","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1440,"最大生命值"
"f2e5_boss","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e5_boss","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e5_boss","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e5_boss","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e5_boss","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e5_boss","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e5_boss","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e5_boss","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e5_boss","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e5_boss","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-6-普通-第1波",,,,,
"f2e6_0","attack",0,"CALC_MONSTER_INIT_ATTACK",835,"攻击"
"f2e6_0","defense",0,"CALC_MONSTER_INIT_DEFENSE",1426,"物理防御"
"f2e6_0","agility",0,"CALC_MONSTER_INIT_AGI",1015,"敏捷"
"f2e6_0","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e6_0","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",891,"最大生命值"
"f2e6_0","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e6_0","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e6_0","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e6_0","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e6_0","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e6_0","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e6_0","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e6_0","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e6_0","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e6_0","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-6-普通-第2波",,,,,
"f2e6_1","attack",0,"CALC_MONSTER_INIT_ATTACK",861,"攻击"
"f2e6_1","defense",0,"CALC_MONSTER_INIT_DEFENSE",1426,"物理防御"
"f2e6_1","agility",0,"CALC_MONSTER_INIT_AGI",1015,"敏捷"
"f2e6_1","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e6_1","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1030,"最大生命值"
"f2e6_1","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e6_1","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e6_1","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e6_1","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
"f2e6_1","crt_dmg_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击伤害"
"f2e6_1","accuracy_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果命中"
"f2e6_1","resist_rate_add",0,"CALC_MONSTER_INIT_ATTRIB",0,"效果抵抗"
"f2e6_1","skills",0,"CALC_MONSTER_INIT_SKILLS","({})","技能"
"f2e6_1","bonus_rule",0,"CALC_MONSTER_INIT_BONUS_RULE","({""normal_money_bonus"",""easy_diamond_bonus"",""easy_life_bonus"",""normal_arena_bonus""})","掉落规则"
"f2e6_1","appear_action",0,"CALC_INIT_APPEAR_ACTION","SOUL_ENTER_MAP_1","特殊进场表现"
"# 塔伦巴森林-6-普通-第3波",,,,,
"f2e6_2","attack",0,"CALC_MONSTER_INIT_ATTACK",978,"攻击"
"f2e6_2","defense",0,"CALC_MONSTER_INIT_DEFENSE",1426,"物理防御"
"f2e6_2","agility",0,"CALC_MONSTER_INIT_AGI",1016,"敏捷"
"f2e6_2","speed",0,"CALC_MONSTER_INIT_SPD",1000,"速度"
"f2e6_2","max_hp",0,"CALC_MONSTER_INIT_MAX_HP",1091,"最大生命值"
"f2e6_2","hp",0,"CALC_INIT_HP",1,"生命值"
"f2e6_2","max_mp",0,"CALC_MONSTER_INIT_MAX_MP",5,"最大能量值"
"f2e6_2","mp",0,"CALC_INIT_MP",3,"能量值"
"f2e6_2","crt_rate",1,"CALC_MONSTER_INIT_ATTRIB",0,"暴击"
