"# instance_formation.csv",,,,,,
"# 副本配置表",,,,,,
"# 副本ID","物件编号","物件编号脚本","物件编号脚本参数","始化计算脚本","始化脚本参数","备注"
"auto","auto","auto","auto","auto","auto","auto"
"simuta6h","""2032""",30004,2032,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","骷髅射手·风"
"simuta6h","""1071""",30004,1071,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","针千本·火"
"simuta6h","""2031""",30004,2031,30005,"([""rank"":0,""star"":5,""level"":40,""is_boss"":@FALSE])","骷髅射手·火"
"# 斯姆塔斯沙漠·7·地狱",,,,,,
"simuta7h","""3041""",30004,3041,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","战斗喵·火"
"simuta7h","""1072""",30004,1072,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","针千本·风"
"simuta7h","""3042""",30004,3042,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","战斗喵·风"
"simuta7h","""4061""",30004,4061,30005,"([""rank"":2,""star"":6,""level"":40,""is_boss"":@TRUE])","枢机主教·火"
"# 拉纳斯矿山·1·普通",,,,,,
"lanasi1e","""2042""",30004,2042,30005,"([""rank"":1,""star"":2,""level"":14,""is_boss"":@FALSE])","幽灵·风"
"lanasi1e","""2033""",30004,2033,30005,"([""rank"":1,""star"":2,""level"":14,""is_boss"":@FALSE])","骷髅射手·水"
"lanasi1e","""2022""",30004,2022,30005,"([""rank"":2,""star"":3,""level"":14,""is_boss"":@FALSE])","骷髅战士·风"
"# 拉纳斯矿山·2·普通",,,,,,
"lanasi2e","""2042""",30004,2042,30005,"([""rank"":1,""star"":2,""level"":14,""is_boss"":@FALSE])","幽灵·风"
"lanasi2e","""2032""",30004,2032,30005,"([""rank"":1,""star"":2,""level"":14,""is_boss"":@FALSE])","骷髅射手·风"
"lanasi2e","""2021""",30004,2021,30005,"([""rank"":2,""star"":3,""level"":14,""is_boss"":@FALSE])","骷髅战士·火"
"# 拉纳斯矿山·3·普通",,,,,,
"lanasi3e","""2022""",30004,2022,30005,"([""rank"":1,""star"":2,""level"":15,""is_boss"":@FALSE])","骷髅战士·风"
"lanasi3e","""2032""",30004,2032,30005,"([""rank"":1,""star"":2,""level"":15,""is_boss"":@FALSE])","骷髅射手·风"
"lanasi3e","""2031""",30004,2031,30005,"([""rank"":2,""star"":3,""level"":15,""is_boss"":@FALSE])","骷髅射手·火"
"# 拉纳斯矿山·4·普通",,,,,,
"lanasi4e","""2033""",30004,2033,30005,"([""rank"":1,""star"":2,""level"":15,""is_boss"":@FALSE])","骷髅射手·水"
"lanasi4e","""2033""",30004,2033,30005,"([""rank"":1,""star"":2,""level"":15,""is_boss"":@FALSE])","骷髅射手·水"
"lanasi4e","""4031""",30004,4031,30005,"([""rank"":2,""star"":3,""level"":15,""is_boss"":@FALSE])","驱邪巫女·火"
"# 拉纳斯矿山·5·普通",,,,,,
"lanasi5e","""2031""",30004,2031,30005,"([""rank"":1,""star"":2,""level"":16,""is_boss"":@FALSE])","骷髅射手·火"
"lanasi5e","""2032""",30004,2032,30005,"([""rank"":1,""star"":2,""level"":16,""is_boss"":@FALSE])","骷髅射手·风"
"lanasi5e","""4033""",30004,4033,30005,"([""rank"":2,""star"":3,""level"":16,""is_boss"":@FALSE])","驱邪巫女·水"
"# 拉纳斯矿山·6·普通",,,,,,
"lanasi6e","""2033""",30004,2033,30005,"([""rank"":2,""star"":2,""level"":16,""is_boss"":@FALSE])","骷髅射手·水"
"lanasi6e","""2032""",30004,2032,30005,"([""rank"":2,""star"":2,""level"":16,""is_boss"":@FALSE])","骷髅射手·风"
"lanasi6e","""4032""",30004,4032,30005,"([""rank"":2,""star"":3,""level"":16,""is_boss"":@FALSE])","驱邪巫女·风"
"# 拉纳斯矿山·7·普通",,,,,,
"lanasi7e","""2022""",30004,2022,30005,"([""rank"":1,""star"":2,""level"":16,""is_boss"":@FALSE])","骷髅战士·风"
"lanasi7e","""2023""",30004,2023,30005,"([""rank"":1,""star"":2,""level"":16,""is_boss"":@FALSE])","骷髅战士·水"
"lanasi7e","""4033""",30004,4033,30005,"([""rank"":1,""star"":2,""level"":16,""is_boss"":@FALSE])","驱邪巫女·水"
"lanasi7e","""6083""",30004,6083,30005,"([""rank"":2,""star"":4,""level"":16,""is_boss"":@TRUE])","恶魔之书·水"
"# 拉纳斯矿山·1·困难",,,,,,
"lanasi1n","""2042""",30004,2042,30005,"([""rank"":1,""star"":3,""level"":25,""is_boss"":@FALSE])","幽灵·风"
"lanasi1n","""2022""",30004,2022,30005,"([""rank"":1,""star"":3,""level"":25,""is_boss"":@FALSE])","骷髅战士·风"
"lanasi1n","""6051""",30004,6051,30005,"([""rank"":2,""star"":4,""level"":25,""is_boss"":@FALSE])","贪欲者·火"
"# 拉纳斯矿山·2·困难",,,,,,
"lanasi2n","""2042""",30004,2042,30005,"([""rank"":1,""star"":3,""level"":25,""is_boss"":@FALSE])","幽灵·风"
"lanasi2n","""2032""",30004,2032,30005,"([""rank"":1,""star"":3,""level"":25,""is_boss"":@FALSE])","骷髅射手·风"
"lanasi2n","""6052""",30004,6052,30005,"([""rank"":2,""star"":4,""level"":25,""is_boss"":@FALSE])","贪欲者·风"
"# 拉纳斯矿山·3·困难",,,,,,
"lanasi3n","""2022""",30004,2022,30005,"([""rank"":1,""star"":3,""level"":25,""is_boss"":@FALSE])","骷髅战士·风"
"lanasi3n","""2032""",30004,2032,30005,"([""rank"":1,""star"":3,""level"":25,""is_boss"":@FALSE])","骷髅射手·风"
"lanasi3n","""6053""",30004,6053,30005,"([""rank"":2,""star"":4,""level"":25,""is_boss"":@FALSE])","贪欲者·水"
"# 拉纳斯矿山·4·困难",,,,,,
"lanasi4n","""2033""",30004,2033,30005,"([""rank"":1,""star"":3,""level"":25,""is_boss"":@FALSE])","骷髅射手·水"
"lanasi4n","""2033""",30004,2033,30005,"([""rank"":1,""star"":3,""level"":25,""is_boss"":@FALSE])","骷髅射手·水"
"lanasi4n","""6202""",30004,6202,30005,"([""rank"":2,""star"":4,""level"":25,""is_boss"":@FALSE])","精金魔像·风"
"# 拉纳斯矿山·5·困难",,,,,,
"lanasi5n","""2031""",30004,2031,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","骷髅射手·火"
"lanasi5n","""2032""",30004,2032,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","骷髅射手·风"
"lanasi5n","""6201""",30004,6201,30005,"([""rank"":2,""star"":4,""level"":26,""is_boss"":@FALSE])","精金魔像·火"
"# 拉纳斯矿山·6·困难",,,,,,
"lanasi6n","""2023""",30004,2023,30005,"([""rank"":2,""star"":3,""level"":26,""is_boss"":@FALSE])","骷髅战士·水"
"lanasi6n","""4032""",30004,4032,30005,"([""rank"":2,""star"":3,""level"":26,""is_boss"":@FALSE])","驱邪巫女·风"
"lanasi6n","""6203""",30004,6203,30005,"([""rank"":2,""star"":4,""level"":26,""is_boss"":@FALSE])","精金魔像·水"
"# 拉纳斯矿山·7·困难",,,,,,
"lanasi7n","""2022""",30004,2022,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","骷髅战士·风"
"lanasi7n","""2023""",30004,2023,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","骷髅战士·水"
"lanasi7n","""4072""",30004,4072,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","影舞者·风"
"lanasi7n","""6082""",30004,6082,30005,"([""rank"":2,""star"":5,""level"":26,""is_boss"":@TRUE])","恶魔之书·风"
"# 拉纳斯矿山·1·地狱",,,,,,
"lanasi1h","""2023""",30004,2023,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","骷髅战士·水"
"lanasi1h","""2022""",30004,2022,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","骷髅战士·风"
"lanasi1h","""6051""",30004,6051,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","贪欲者·火"
"# 拉纳斯矿山·2·地狱",,,,,,
"lanasi2h","""6052""",30004,6052,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·风"
"lanasi2h","""6052""",30004,6052,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·风"
"lanasi2h","""6052""",30004,6052,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","贪欲者·风"
"# 拉纳斯矿山·3·地狱",,,,,,
"lanasi3h","""6201""",30004,6201,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","精金魔像·火"
"lanasi3h","""6201""",30004,6201,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","精金魔像·火"
"lanasi3h","""6053""",30004,6053,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","贪欲者·水"
"# 拉纳斯矿山·4·地狱",,,,,,
"lanasi4h","""2033""",30004,2033,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","骷髅射手·水"
"lanasi4h","""6202""",30004,6202,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","精金魔像·风"
"lanasi4h","""6202""",30004,6202,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","精金魔像·风"
"# 拉纳斯矿山·5·地狱",,,,,,
"lanasi5h","""2031""",30004,2031,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","骷髅射手·火"
"lanasi5h","""6201""",30004,6201,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","精金魔像·火"
"lanasi5h","""6201""",30004,6201,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","精金魔像·火"
"# 拉纳斯矿山·6·地狱",,,,,,
"lanasi6h","""2023""",30004,2023,30005,"([""rank"":2,""star"":4,""level"":40,""is_boss"":@FALSE])","骷髅战士·水"
"lanasi6h","""6203""",30004,6203,30005,"([""rank"":2,""star"":4,""level"":40,""is_boss"":@FALSE])","精金魔像·水"
"lanasi6h","""6203""",30004,6203,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","精金魔像·水"
"# 拉纳斯矿山·7·地狱",,,,,,
"lanasi7h","""6053""",30004,6053,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·水"
"lanasi7h","""6052""",30004,6052,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·风"
"lanasi7h","""6081""",30004,6081,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","恶魔之书·火"
"lanasi7h","""6082""",30004,6082,30005,"([""rank"":2,""star"":6,""level"":40,""is_boss"":@TRUE])","恶魔之书·风"
"# 诺耶拉峡谷·1·普通",,,,,,
"nuoyela1e","""6011""",30004,6011,30005,"([""rank"":0,""star"":2,""level"":16,""is_boss"":@FALSE])","杯鬼·火"
"nuoyela1e","""6011""",30004,6011,30005,"([""rank"":0,""star"":2,""level"":16,""is_boss"":@FALSE])","杯鬼·火"
"nuoyela1e","""6021""",30004,6021,30005,"([""rank"":1,""star"":2,""level"":16,""is_boss"":@FALSE])","J先生·火"
"nuoyela1e","""6052""",30004,6052,30005,"([""rank"":2,""star"":3,""level"":16,""is_boss"":@FALSE])","贪欲者·风"
"# 诺耶拉峡谷·2·普通",,,,,,
"nuoyela2e","""6011""",30004,6011,30005,"([""rank"":0,""star"":2,""level"":17,""is_boss"":@FALSE])","杯鬼·火"
"nuoyela2e","""6011""",30004,6011,30005,"([""rank"":0,""star"":2,""level"":17,""is_boss"":@FALSE])","杯鬼·火"
"nuoyela2e","""6021""",30004,6021,30005,"([""rank"":1,""star"":2,""level"":17,""is_boss"":@FALSE])","J先生·火"
"nuoyela2e","""6051""",30004,6051,30005,"([""rank"":2,""star"":3,""level"":17,""is_boss"":@FALSE])","贪欲者·火"
"# 诺耶拉峡谷·3·普通",,,,,,
"nuoyela3e","""6011""",30004,6011,30005,"([""rank"":0,""star"":2,""level"":17,""is_boss"":@FALSE])","杯鬼·火"
"nuoyela3e","""6021""",30004,6021,30005,"([""rank"":1,""star"":2,""level"":17,""is_boss"":@FALSE])","J先生·火"
"nuoyela3e","""6022""",30004,6022,30005,"([""rank"":1,""star"":2,""level"":17,""is_boss"":@FALSE])","J先生·风"
"nuoyela3e","""6043""",30004,6043,30005,"([""rank"":2,""star"":3,""level"":17,""is_boss"":@FALSE])","尘取鬼·水"
"# 诺耶拉峡谷·4·普通",,,,,,
"nuoyela4e","""6011""",30004,6011,30005,"([""rank"":0,""star"":2,""level"":18,""is_boss"":@FALSE])","杯鬼·火"
"nuoyela4e","""6012""",30004,6012,30005,"([""rank"":0,""star"":2,""level"":18,""is_boss"":@FALSE])","杯鬼·风"
"nuoyela4e","""6043""",30004,6043,30005,"([""rank"":1,""star"":2,""level"":18,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela4e","""6033""",30004,6033,30005,"([""rank"":2,""star"":3,""level"":18,""is_boss"":@FALSE])","车轮怪·水"
"# 诺耶拉峡谷·5·普通",,,,,,
"nuoyela5e","""6022""",30004,6022,30005,"([""rank"":1,""star"":2,""level"":18,""is_boss"":@FALSE])","J先生·风"
"nuoyela5e","""6022""",30004,6022,30005,"([""rank"":1,""star"":2,""level"":18,""is_boss"":@FALSE])","J先生·风"
"nuoyela5e","""6022""",30004,6022,30005,"([""rank"":1,""star"":2,""level"":18,""is_boss"":@FALSE])","J先生·风"
"nuoyela5e","""6043""",30004,6043,30005,"([""rank"":2,""star"":3,""level"":18,""is_boss"":@FALSE])","尘取鬼·水"
"# 诺耶拉峡谷·6·普通",,,,,,
"nuoyela6e","""6022""",30004,6022,30005,"([""rank"":1,""star"":2,""level"":19,""is_boss"":@FALSE])","J先生·风"
"nuoyela6e","""6022""",30004,6022,30005,"([""rank"":1,""star"":2,""level"":19,""is_boss"":@FALSE])","J先生·风"
"nuoyela6e","""6052""",30004,6052,30005,"([""rank"":1,""star"":2,""level"":19,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela6e","""6041""",30004,6041,30005,"([""rank"":2,""star"":3,""level"":19,""is_boss"":@FALSE])","尘取鬼·火"
"# 诺耶拉峡谷·7·普通",,,,,,
"nuoyela7e","""6023""",30004,6023,30005,"([""rank"":1,""star"":2,""level"":19,""is_boss"":@FALSE])","J先生·水"
"nuoyela7e","""6043""",30004,6043,30005,"([""rank"":1,""star"":2,""level"":19,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela7e","""6021""",30004,6021,30005,"([""rank"":1,""star"":2,""level"":19,""is_boss"":@FALSE])","J先生·火"
"nuoyela7e","""4091""",30004,4091,30005,"([""rank"":2,""star"":4,""level"":19,""is_boss"":@TRUE])","欺诈师·火"
"# 诺耶拉峡谷·1·困难",,,,,,
"nuoyela1n","""6011""",30004,6011,30005,"([""rank"":0,""star"":3,""level"":26,""is_boss"":@FALSE])","杯鬼·火"
"nuoyela1n","""4042""",30004,4042,30005,"([""rank"":0,""star"":3,""level"":26,""is_boss"":@FALSE])","魔法学徒·风"
"nuoyela1n","""6052""",30004,6052,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela1n","""4041""",30004,4041,30005,"([""rank"":0,""star"":4,""level"":26,""is_boss"":@FALSE])","魔法学徒·火"
"# 诺耶拉峡谷·2·困难",,,,,,
"nuoyela2n","""4042""",30004,4042,30005,"([""rank"":0,""star"":3,""level"":26,""is_boss"":@FALSE])","魔法学徒·风"
"nuoyela2n","""4042""",30004,4042,30005,"([""rank"":0,""star"":3,""level"":26,""is_boss"":@FALSE])","魔法学徒·风"
"nuoyela2n","""4041""",30004,4041,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","魔法学徒·火"
"nuoyela2n","""6051""",30004,6051,30005,"([""rank"":2,""star"":4,""level"":26,""is_boss"":@FALSE])","贪欲者·火"
"# 诺耶拉峡谷·3·困难",,,,,,
"nuoyela3n","""6012""",30004,6012,30005,"([""rank"":0,""star"":3,""level"":26,""is_boss"":@FALSE])","杯鬼·风"
"nuoyela3n","""6012""",30004,6012,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","杯鬼·风"
"nuoyela3n","""4043""",30004,4043,30005,"([""rank"":1,""star"":3,""level"":26,""is_boss"":@FALSE])","魔法学徒·水"
"nuoyela3n","""4043""",30004,4043,30005,"([""rank"":2,""star"":4,""level"":26,""is_boss"":@FALSE])","魔法学徒·水"
"# 诺耶拉峡谷·4·困难",,,,,,
"nuoyela4n","""6011""",30004,6011,30005,"([""rank"":0,""star"":3,""level"":27,""is_boss"":@FALSE])","杯鬼·火"
"nuoyela4n","""6012""",30004,6012,30005,"([""rank"":0,""star"":3,""level"":27,""is_boss"":@FALSE])","杯鬼·风"
"nuoyela4n","""6053""",30004,6053,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","贪欲者·水"
"nuoyela4n","""6043""",30004,6043,30005,"([""rank"":2,""star"":4,""level"":27,""is_boss"":@FALSE])","尘取鬼·水"
"# 诺耶拉峡谷·5·困难",,,,,,
"nuoyela5n","""6043""",30004,6043,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela5n","""6043""",30004,6043,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela5n","""6042""",30004,6042,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","尘取鬼·风"
"nuoyela5n","""6042""",30004,6042,30005,"([""rank"":2,""star"":4,""level"":27,""is_boss"":@FALSE])","尘取鬼·风"
"# 诺耶拉峡谷·6·困难",,,,,,
"nuoyela6n","""6052""",30004,6052,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela6n","""6052""",30004,6052,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela6n","""6052""",30004,6052,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela6n","""4042""",30004,4042,30005,"([""rank"":2,""star"":4,""level"":27,""is_boss"":@FALSE])","魔法学徒·风"
"# 诺耶拉峡谷·7·困难",,,,,,
"nuoyela7n","""6043""",30004,6043,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela7n","""6053""",30004,6053,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","贪欲者·水"
"nuoyela7n","""6043""",30004,6043,30005,"([""rank"":1,""star"":3,""level"":27,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela7n","""4043""",30004,4043,30005,"([""rank"":2,""star"":5,""level"":27,""is_boss"":@TRUE])","魔法学徒·水"
"# 诺耶拉峡谷·1·地狱",,,,,,
"nuoyela1h","""6041""",30004,6041,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","尘取鬼·火"
"nuoyela1h","""4042""",30004,4042,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","魔法学徒·风"
"nuoyela1h","""6052""",30004,6052,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela1h","""4041""",30004,4041,30005,"([""rank"":0,""star"":5,""level"":40,""is_boss"":@FALSE])","魔法学徒·火"
"# 诺耶拉峡谷·2·地狱",,,,,,
"nuoyela2h","""4042""",30004,4042,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","魔法学徒·风"
"nuoyela2h","""4042""",30004,4042,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","魔法学徒·风"
"nuoyela2h","""4041""",30004,4041,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","魔法学徒·火"
"nuoyela2h","""6051""",30004,6051,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","贪欲者·火"
"# 诺耶拉峡谷·3·地狱",,,,,,
"nuoyela3h","""4042""",30004,4042,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","魔法学徒·风"
"nuoyela3h","""4042""",30004,4042,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","魔法学徒·风"
"nuoyela3h","""4043""",30004,4043,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","魔法学徒·水"
"nuoyela3h","""4043""",30004,4043,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","魔法学徒·水"
"# 诺耶拉峡谷·4·地狱",,,,,,
"nuoyela4h","""6053""",30004,6053,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·水"
"nuoyela4h","""6053""",30004,6053,30005,"([""rank"":0,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·水"
"nuoyela4h","""6053""",30004,6053,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·水"
"nuoyela4h","""6043""",30004,6043,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","尘取鬼·水"
"# 诺耶拉峡谷·5·地狱",,,,,,
"nuoyela5h","""6043""",30004,6043,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela5h","""6043""",30004,6043,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela5h","""6042""",30004,6042,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","尘取鬼·风"
"nuoyela5h","""6042""",30004,6042,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","尘取鬼·风"
"# 诺耶拉峡谷·6·地狱",,,,,,
"nuoyela6h","""6052""",30004,6052,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela6h","""6052""",30004,6052,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela6h","""6052""",30004,6052,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·风"
"nuoyela6h","""4042""",30004,4042,30005,"([""rank"":2,""star"":5,""level"":40,""is_boss"":@FALSE])","魔法学徒·风"
"# 诺耶拉峡谷·7·地狱",,,,,,
"nuoyela7h","""6041""",30004,6041,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","尘取鬼·火"
"nuoyela7h","""6053""",30004,6053,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","贪欲者·水"
"nuoyela7h","""6043""",30004,6043,30005,"([""rank"":1,""star"":4,""level"":40,""is_boss"":@FALSE])","尘取鬼·水"
"nuoyela7h","""4043""",30004,4043,30005,"([""rank"":2,""star"":6,""level"":40,""is_boss"":@TRUE])","魔法学徒·水"
"# 科罗加山脉·1·普通",,,,,,
"keluojia1e","""4013""",30004,4013,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","流浪战士·水"
"keluojia1e","""4012""",30004,4012,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","流浪战士·风"
"keluojia1e","""3033""",30004,3033,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","牙突大猪·水"
"keluojia1e","""3032""",30004,3032,30005,"([""rank"":0,""star"":3,""level"":20,""is_boss"":@FALSE])","牙突大猪·风"
"# 科罗加山脉·2·普通",,,,,,
"keluojia2e","""4013""",30004,4013,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","流浪战士·水"
"keluojia2e","""3033""",30004,3033,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","牙突大猪·水"
"keluojia2e","""3033""",30004,3033,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","牙突大猪·水"
"keluojia2e","""3033""",30004,3033,30005,"([""rank"":0,""star"":3,""level"":20,""is_boss"":@FALSE])","牙突大猪·水"
"# 科罗加山脉·3·普通",,,,,,
"keluojia3e","""4012""",30004,4012,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","流浪战士·风"
"keluojia3e","""4013""",30004,4013,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","流浪战士·水"
"keluojia3e","""3033""",30004,3033,30005,"([""rank"":0,""star"":2,""level"":20,""is_boss"":@FALSE])","牙突大猪·水"
"keluojia3e","""5032""",30004,5032,30005,"([""rank"":2,""star"":3,""level"":20,""is_boss"":@FALSE])","泣神石像·风"
"# 科罗加山脉·4·普通",,,,,,
"keluojia4e","""3032""",30004,3032,30005,"([""rank"":0,""star"":2,""level"":21,""is_boss"":@FALSE])","牙突大猪·风"
"keluojia4e","""3032""",30004,3032,30005,"([""rank"":0,""star"":2,""level"":21,""is_boss"":@FALSE])","牙突大猪·风"
"keluojia4e","""3033""",30004,3033,30005,"([""rank"":0,""star"":2,""level"":21,""is_boss"":@FALSE])","牙突大猪·水"
"keluojia4e","""4062""",30004,4062,30005,"([""rank"":0,""star"":3,""level"":21,""is_boss"":@FALSE])","枢机主教·风"
"# 科罗加山脉·5·普通",,,,,,
"keluojia5e","""3031""",30004,3031,30005,"([""rank"":0,""star"":2,""level"":21,""is_boss"":@FALSE])","牙突大猪·火"
"keluojia5e","""3032""",30004,3032,30005,"([""rank"":0,""star"":2,""level"":21,""is_boss"":@FALSE])","牙突大猪·风"
"keluojia5e","""5032""",30004,5032,30005,"([""rank"":1,""star"":2,""level"":21,""is_boss"":@FALSE])","泣神石像·风"
"keluojia5e","""5033""",30004,5033,30005,"([""rank"":2,""star"":3,""level"":21,""is_boss"":@FALSE])","泣神石像·水"
"# 科罗加山脉·6·普通",,,,,,
"keluojia6e","""3032""",30004,3032,30005,"([""rank"":0,""star"":2,""level"":21,""is_boss"":@FALSE])","牙突大猪·风"
"keluojia6e","""3033""",30004,3033,30005,"([""rank"":0,""star"":2,""level"":21,""is_boss"":@FALSE])","牙突大猪·水"
"keluojia6e","""5033""",30004,5033,30005,"([""rank"":1,""star"":2,""level"":21,""is_boss"":@FALSE])","泣神石像·水"
"keluojia6e","""4063""",30004,4063,30005,"([""rank"":2,""star"":3,""level"":21,""is_boss"":@FALSE])","枢机主教·水"
"# 科罗加山脉·7·普通",,,,,,
"keluojia7e","""3032""",30004,3032,30005,"([""rank"":0,""star"":2,""level"":22,""is_boss"":@FALSE])","牙突大猪·风"
"keluojia7e","""5033""",30004,5033,30005,"([""rank"":1,""star"":2,""level"":22,""is_boss"":@FALSE])","泣神石像·水"
"keluojia7e","""5033""",30004,5033,30005,"([""rank"":1,""star"":2,""level"":22,""is_boss"":@FALSE])","泣神石像·水"
"keluojia7e","""4133""",30004,4133,30005,"([""rank"":2,""star"":4,""level"":22,""is_boss"":@TRUE])","战争女王·水"
"# 科罗加山脉·1·困难",,,,,,
"keluojia1n","""3032""",30004,3032,30005,"([""rank"":0,""star"":3,""level"":28,""is_boss"":@FALSE])","牙突大猪·风"
"keluojia1n","""3033""",30004,3033,30005,"([""rank"":0,""star"":3,""level"":28,""is_boss"":@FALSE])","牙突大猪·水"
"keluojia1n","""3033""",30004,3033,30005,"([""rank"":0,""star"":3,""level"":28,""is_boss"":@FALSE])","牙突大猪·水"
"keluojia1n","""3032""",30004,3032,30005,"([""rank"":0,""star"":4,""level"":28,""is_boss"":@FALSE])","牙突大猪·风"
"# 科罗加山脉·2·困难",,,,,,
