"# monster.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# 怪物信息表",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#编号*","备注","名字*","觉醒名字*","图档*","标记位*","星级*","觉醒阶位*","组别*","能合成的怪物*","系统购买价格*","是否是材料宠物*","技能伤害类型*","类型*","种族*","初始等级*","抽取标识","图鉴是否显示*","图鉴奖励参数*","元素*","模型id*","受创点偏移*","箭头偏移*","短描述脚本*","默认初始化初始化*","默认初始化规则*","初始技能*","关联怪物*","AI脚本*","AI脚本参数*","生命系数*","生命觉醒*","攻击系数*","攻击觉醒*","防御系数*","防御觉醒*","默认敏捷*","敏捷觉醒*","默认速度*","默认速度*","显示头像*","基准移动速度*","移动速度缩放*","攻击速度*","施法速度*","经验脚本*","经验参数*","元素经验系数*","觉醒经验系数*","最大星级*","宠物召唤碎片的数量*","光暗召唤石碎片权重","传说召唤石碎片权重","未知召唤石权重","神秘召唤石权重","火之召唤石权重","风之召唤石权重","水之召唤石权重","光暗召唤石权重","传说召唤石权重","历练召唤权重","友情召唤权重","水晶召唤权重","刻印召唤权重","预留","宠物碎片召唤","好友地下城抽取","市场1-2星权重","成长召唤卷权重","史诗召唤卷权重","能否提升技能等级*","分享描述*","觉醒描述*","觉醒描述参数*","觉醒材料*"
"auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto","auto"
2111,"猩红夫人·火","monster_name_2111","monster_name_2111","""2111""",359,5,1,61,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M2111_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1300,1}),({1301,1}),({1302,1}),({1303,1})}),2:({({1300,1}),({1301,1}),({1302,1}),({1303,1}),({1304,1})})])","({})",3001,"([])",75,0,30,0,-135,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,50,0,100,0,100,100,0,0,0,100,100,0,100,100,0,100,0,0,0,100,"@FALSE","share_desc_2111",4240,"([""new_attrib"":({@ATTRIB_VAMP, ""10%""}), ])","({ ({@SEN_MS,15}), ({@MED_MS,10}), ({@SEN_FS,20}), ({@MED_FS,15}), })"
2112,"猩红夫人·风","monster_name_2111","monster_name_2111","""2112""",360,5,1,61,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M2111_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1305,1}),({1306,1}),({1307,1}),({1308,1})}),2:({({1305,1}),({1306,1}),({1307,1}),({1308,1}),({1309,1})})])","({ 2116, })",3001,"([])",23,0,89,0,-142,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,50,0,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,0,0,100,"@FALSE","share_desc_2111",4240,"([""new_attrib"":({@ATTRIB_VAMP, ""10%""}), ])","({ ({@SEN_MS,15}), ({@MED_MS,10}), ({@SEN_SS,20}), ({@MED_SS,15}), })"
2113,"猩红夫人·水","monster_name_2111","monster_name_2111","""2113""",361,5,1,61,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M2111_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1310,1}),({1311,1}),({1312,1}),({1313,1})}),2:({({1310,1}),({1311,1}),({1312,1}),({1313,1}),({1314,1})})])","({})",3001,"([])",60,0,35,0,-125,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,50,0,100,0,100,0,0,100,0,100,100,0,100,100,0,100,0,0,0,100,"@FALSE","share_desc_2111",4240,"([""new_attrib"":({@ATTRIB_VAMP, ""10%""}), ])","({ ({@SEN_MS,15}), ({@MED_MS,10}), ({@SEN_WS,20}), ({@MED_WS,15}), })"
2114,"猩红夫人·光","monster_name_2111","monster_name_2111","""2114""",362,5,1,61,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M2111_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1288,1}),({1289,1}),({1290,1}),({1292,1})}),2:({({1288,1}),({1289,1}),({1290,1}),({1292,1}),({1293,1})})])","({})",3001,"([])",78,0,37,0,-145,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,50,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE","share_desc_2111",4240,"([""new_attrib"":({@ATTRIB_VAMP, ""10%""}), ])","({ ({@SEN_MS,15}), ({@MED_MS,10}), ({@SEN_LS,20}), ({@MED_LS,15}), })"
2115,"猩红夫人·暗","monster_name_2111","monster_name_2111","""2115""",363,5,1,61,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M2111_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1294,1}),({1295,1}),({1296,1}),({1298,1})}),2:({({1294,1}),({1295,1}),({1296,1}),({1298,1}),({1299,1})})])","({})",3001,"([])",43,0,58,0,-131,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,50,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE","share_desc_2111",4240,"([""new_attrib"":({@ATTRIB_VAMP, ""10%""}), ])","({ ({@SEN_MS,15}), ({@MED_MS,10}), ({@SEN_DS,20}), ({@MED_DS,15}), })"
2116,"猩红夫人·风（蝙蝠）","monster_name_2111","monster_name_2111","""2112""",364,5,1,62,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@FALSE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M2251_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1316,1}),({1317,1}),({1308,1}),}),2:({({1316,1}),({1317,1}),({1309,1}),({1309,1}),})])","({})",3001,"([])",23,0,89,0,-142,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"@FALSE",,4240,"([""new_attrib"":({@ATTRIB_VAMP, ""10%""}), ])","({ ({@SEN_MS,15}), ({@MED_MS,10}), ({@SEN_SS,20}), ({@MED_SS,15}), })"
2121,"绫·火","monster_name_2121","monster_name_2121","""2121""",372,4,1,64,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M2121_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1357,1}),({1358,1}),({1360,1}),}),2:({({1357,1}),({1358,1}),({1360,1}),({1361,1}),})])","({})",3001,"([])",42,0,-35,0,-237,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,100,0,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":1361, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_FS,5}), ({@MED_FS,15}), })"
2122,"绫·风","monster_name_2121","monster_name_2121","""2122""",373,4,1,64,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M2121_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1362,1}),({1363,1}),({1365,1}),}),2:({({1362,1}),({1363,1}),({1365,1}),({1366,1}),})])","({})",3001,"([])",83,0,-165,0,-148,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":1366, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_SS,5}), ({@MED_SS,15}), })"
2123,"绫·水","monster_name_2121","monster_name_2121","""2123""",374,4,1,64,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M2121_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1367,1}),({1368,1}),({1369,1}),}),2:({({1367,1}),({1368,1}),({1369,1}),({1370,1}),})])","({})",3001,"([])",103,0,-165,0,-168,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,0,100,0,100,0,0,100,0,100,100,0,100,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":1370, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_WS,5}), ({@MED_WS,15}), })"
2124,"绫·光","monster_name_2121","monster_name_2121","""2124""",375,4,1,64,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M2121_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1347,1}),({1348,1}),({1349,1}),}),2:({({1347,1}),({1348,1}),({1349,1}),({1351,1}),})])","({})",3001,"([])",80,0,-165,0,-145,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":1351, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_LS,5}), ({@MED_LS,15}), })"
2125,"绫·暗","monster_name_2121","monster_name_2121","""2125""",376,4,1,64,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_UNDEAD",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M2121_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({1352,1}),({1353,1}),({1354,1}),}),2:({({1352,1}),({1353,1}),({1354,1}),({1356,1}),})])","({})",3001,"([])",35,0,-140,0,-125,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,40,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":1356, ])","({ ({@SEN_MS,10}), ({@MED_MS,20}), ({@SEN_DS,5}), ({@MED_DS,15}), })"
3011,"异兔·火","monster_name_3011","monster_name_3011","""3011""",71,1,0,25,,"([""money"":5000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M3011_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({({334,1}),}),])","({})",3001,"([])",-345,0,-229,0,-368,0,105,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,10,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3012,"异兔·风","monster_name_3011","monster_name_3011","""3012""",72,1,0,25,,"([""money"":5000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M3011_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({({335,1}),}),])","({})",3001,"([])",-347,0,-249,0,-348,0,105,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,10,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3013,"异兔·水","monster_name_3011","monster_name_3011","""3013""",73,1,0,25,,"([""money"":5000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M3011_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({({336,1}),}),])","({})",3001,"([])",-347,0,-249,0,-348,0,105,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,10,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3014,"异兔·光","monster_name_3011","monster_name_3011","""3014""",74,1,0,25,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@FALSE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M3011_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({({332,1}),}),])","({})",3001,"([])",-346,0,-277,0,-324,0,105,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,10,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([])","({})"
3015,"异兔·暗","monster_name_3011","monster_name_3011","""3015""",75,1,0,25,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@FALSE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M3011_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({({333,1}),}),])","({})",3001,"([])",-336,0,-287,0,-334,0,105,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,10,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([])","({})"
3021,"深渊触手·火","monster_name_3021","monster_name_3021","""3021""",76,2,0,30,,"([""money"":12000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M3021_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({({351,1}),({352,1,})})])","({})",3001,"([])",-205,0,-126,0,-266,0,99,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3022,"深渊触手·风","monster_name_3021","monster_name_3021","""3022""",77,2,0,30,,"([""money"":12000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M3021_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({({353,1}),({354,1,})})])","({})",3001,"([])",-214,0,-129,0,-268,0,101,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3023,"深渊触手·水","monster_name_3021","monster_name_3021","""3023""",78,2,0,30,,"([""money"":12000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M3021_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({({355,1}),({356,1,})})])","({})",3001,"([])",-194,0,-131,0,-265,0,99,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3024,"深渊触手·光","monster_name_3021","monster_name_3021","""3024""",79,2,0,30,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@FALSE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M3021_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({({347,1}),({348,1,})})])","({})",3001,"([])",-207,0,-139,0,-248,0,99,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([])","({})"
3025,"深渊触手·暗","monster_name_3021","monster_name_3021","""3025""",80,2,0,30,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@FALSE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M3021_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({({349,1}),({350,1,})})])","({})",3001,"([])",-196,0,-129,0,-267,0,99,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([])","({})"
3031,"牙突大猪·火","monster_name_3031","monster_name_3031","""3031""",81,2,0,29,,"([""money"":12000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M3031_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({({361,1}),({362,1,})})])","({})",3001,"([])",-134,0,-201,0,-233,0,97,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3032,"牙突大猪·风","monster_name_3031","monster_name_3031","""3032""",82,2,0,29,,"([""money"":12000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M3031_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({({363,1}),({364,1,})})])","({})",3001,"([])",-107,0,-228,0,-249,0,99,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3033,"牙突大猪·水","monster_name_3031","monster_name_3031","""3033""",83,2,0,29,,"([""money"":12000,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M3031_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({({365,1}),({366,1,})})])","({})",3001,"([])",-117,0,-238,0,-239,0,99,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,100,0,0,0,0,0,0,100,100,0,100,0,100,0,100,0,0,"@FALSE",,4240,"([])","({})"
3034,"牙突大猪·光","monster_name_3031","monster_name_3031","""3034""",84,2,0,29,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@FALSE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M3031_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({({357,1}),({358,1,})})])","({})",3001,"([])",-124,0,-211,0,-235,0,97,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([])","({})"
3035,"牙突大猪·暗","monster_name_3031","monster_name_3031","""3035""",85,2,0,29,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@FALSE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M3031_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({({359,1}),({360,1,})})])","({})",3001,"([])",-114,0,-221,0,-235,0,97,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,20,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([])","({})"
3061,"雷鸟·火","monster_name_3061","monster_name_3061","""3061""",86,3,1,44,5091,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M3061_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({834,1}),({835,1}),({837,1})}),2:({({834,1}),({835,1}),({836,1}),({837,1})})])","({})",3001,"([])",-15,0,-425,0,-104,0,114,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,30,0,0,100,100,100,0,0,0,0,100,100,100,100,100,100,100,0,0,0,"@FALSE",,4240,"([""new_skill"":836, ])","({ ({@MED_MS,10}), ({@PRI_MS,5}), ({@MED_FS,15}), ({@PRI_FS,10}), })"
3062,"雷鸟·风","monster_name_3061","monster_name_3061","""3062""",87,3,1,44,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_STORM","M3061_s","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({838,1}),({839,1}),({841,1})}),2:({({838,1}),({839,1}),({840,1}),({841,1})})])","({})",3001,"([])",19,0,-495,0,-44,0,112,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,30,0,0,100,100,0,100,0,0,0,100,100,100,100,100,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":840, ])","({ ({@MED_MS,10}), ({@PRI_MS,5}), ({@MED_SS,15}), ({@PRI_SS,10}), })"
3063,"雷鸟·水","monster_name_3061","monster_name_3061","""3063""",88,3,1,44,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_WATER","M3061_w","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({842,1}),({843,1}),({845,1})}),2:({({842,1}),({843,1}),({844,1}),({845,1})})])","({})",3001,"([])",-32,0,-382,0,-110,0,112,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,30,0,0,100,100,0,0,100,0,0,100,100,100,100,100,100,100,0,0,0,"@FALSE",,4240,"([""new_skill"":844, ])","({ ({@MED_MS,10}), ({@PRI_MS,5}), ({@MED_WS,15}), ({@PRI_WS,10}), })"
3064,"雷鸟·光","monster_name_3061","monster_name_3061","""3064""",89,3,1,44,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_SUP_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_LIGHT","M3061_l","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({826,1}),({827,1}),({828,1})}),2:({({826,1}),({827,1}),({828,1}),({829,1})})])","({})",3001,"([])",50,0,-416,0,-164,0,112,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,30,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":829, ])","({ ({@MED_MS,10}), ({@PRI_MS,5}), ({@MED_LS,15}), ({@PRI_LS,10}), })"
3065,"雷鸟·暗","monster_name_3061","monster_name_3061","""3065""",90,3,1,44,,"([""money"":50,])","@FALSE","@SKILL_SUP_TYPE","@MONSTER_HP_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_DARK","M3061_d","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({830,1}),({831,1}),({832,1})}),2:({({830,1}),({831,1}),({832,1}),({833,1})})])","({})",3001,"([])",110,0,-495,0,-144,0,112,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,30,100,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":833, ])","({ ({@MED_MS,10}), ({@PRI_MS,5}), ({@MED_DS,15}), ({@PRI_DS,10}), })"
3041,"战斗喵·火","monster_name_3041","monster_name_3041","""3041""",96,3,1,33,,"([""money"":50,])","@FALSE","@SKILL_ATK_TYPE","@MONSTER_ATK_TYPE","@RACE_MONSTER",1,1,"@TRUE","([0:([""gold_coin"":5]), 1:([""gold_coin"":5]), 2:([""gold_coin"":5])])","@ELEMENT_FIRE","M3041_f","({-0.05,0.4})",,5030,1002,"pet10","([0:({}),1:({({561,1}),({562,1}),}),2:({({561,1}),({562,1}),({563,1}),})])","({})",3001,"([])",-150,0,-158,0,-182,0,103,0,0,0,"@FALSE",2,1000,1000,1000,4100,800,0,0,6,30,0,0,100,100,100,0,0,0,0,100,100,100,100,100,100,0,0,0,0,"@FALSE",,4240,"([""new_skill"":563, ])","({ ({@MED_MS,10}), ({@PRI_MS,5}), ({@MED_FS,15}), ({@PRI_FS,10}), })"
